duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
Khai Sơn City,,,2.0,,Đường Lý Sơn,Phường Ngọc Thụy,Quận Long Biên,89.0,4.3,2.0,48.31460674157304
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,78.0,2.9,1.0,37.17948717948718
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,75.0,2.8,1.0,37.333333333333336
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,81.0,5.4,2.0,66.66666666666667
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,76.0,4.65,2.0,61.18421052631579
Việt Hưng,,,2.0,,,,Quận Long Biên,78.0,2.9,1.0,37.17948717948718
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,77.0,2.85,2.0,37.01298701298701
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,75.0,2.86,1.0,38.13333333333333
Việt Hưng,,,2.0,,,,Quận Long Biên,61.0,2.99,1.0,49.01639344262295
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,67.0,5.7,2.0,85.07462686567165
Eco City Việt Hưng,Đông,,2.0,,,,Quận Long Biên,73.0,3.8,2.0,52.054794520547944
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.69,2.0,60.90909090909091
Valencia Garden,Đông,,2.0,,Đường Đào Văn Tập,Phường Đức Giang,Quận Long Biên,61.0,3.1,1.0,50.81967213114754
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Valencia Garden,,,2.0,,Đường Đào Văn Tập,Phường Đức Giang,Quận Long Biên,61.0,3.09,1.0,50.65573770491803
Happy Star Tower,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.55,2.0,45.51282051282051
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,77.0,4.65,2.0,60.38961038961039
Valencia Garden,,,2.0,,,Phường Đức Giang,Quận Long Biên,62.0,3.1,1.0,50.0
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.9,2.0,63.63636363636363
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.66,2.0,50.136986301369866
Việt Hưng,,,2.0,,,,Quận Long Biên,97.0,3.99,2.0,41.134020618556704
HC Golden City,,,2.0,,Phố Hồng Tiến,Phường Bồ Đề,Quận Long Biên,71.0,4.6,2.0,64.78873239436619
Sài Đồng,,,2.0,,Đường Nguyễn Lam,Phường Sài Đồng,Quận Long Biên,75.0,3.55,1.0,47.333333333333336
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Le Grand Jardin Sài Đồng,,,2.0,,,,Quận Long Biên,54.0,3.4,1.0,62.96296296296296
Valencia Garden,,,2.0,,,,Quận Long Biên,61.0,3.03,1.0,49.67213114754098
Việt Hưng,,,2.0,,,,Quận Long Biên,78.0,4.1,2.0,52.56410256410256
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,61.0,3.5,,57.377049180327866
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,67.0,5.7,2.0,85.07462686567165
,,,2.0,,,Phường Sài Đồng,Quận Long Biên,72.0,2.5,2.0,34.72222222222222
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,72.0,3.6,2.0,50.0
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,5.5,2.0,71.42857142857143
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,66.0,3.65,2.0,55.303030303030305
Chung cư Ruby City CT3,,,2.0,,,,Quận Long Biên,49.0,2.23,2.0,45.51020408163265
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,71.0,4.7,1.0,66.19718309859155
Việt Hưng,,,2.0,,,,Quận Long Biên,85.0,3.69,2.0,43.411764705882355
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.3,2.0,47.142857142857146
Sài Đồng,,,2.0,,,Phường Sài Đồng,Quận Long Biên,75.0,3.0,1.0,40.0
Hope Residence,Nam,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.29,2.0,47.0
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,75.0,3.0,2.0,40.0
Ecohome Phúc Lợi,,,2.0,,,Phường Phúc Lợi,Quận Long Biên,70.0,3.1,2.0,44.285714285714285
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,58.0,3.4,2.0,58.62068965517241
Mipec Riverside,,,2.0,,Đường Long Biên,Phường Ngọc Lâm,Quận Long Biên,85.0,5.4,2.0,63.529411764705884
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,5.33,2.0,59.8876404494382
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,69.0,4.15,2.0,60.14492753623188
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,90.0,5.25,2.0,58.333333333333336
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,81.0,4.5,2.0,55.55555555555556
Vinhomes Symphony Riverside,,,2.0,,Đường Hội Xá,Phường Việt Hưng,Quận Long Biên,77.0,7.0,2.0,90.9090909090909
Rice City Sông Hồng,,,2.0,,,,Quận Long Biên,68.0,3.4,2.0,50.0
Valencia Garden,,,2.0,,,Phường Đức Giang,Quận Long Biên,61.0,3.0,1.0,49.18032786885246
Rice City Sông Hồng,,,2.0,,,,Quận Long Biên,68.0,3.42,2.0,50.294117647058826
Rice City Sông Hồng,,,2.0,,,,Quận Long Biên,69.0,3.4,2.0,49.27536231884058
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,58.0,3.07,2.0,52.93103448275862
Việt Hưng,,,2.0,,,,Quận Long Biên,85.0,3.2,2.0,37.64705882352941
Rice City Sông Hồng,,,2.0,,,,Quận Long Biên,68.0,3.42,2.0,50.294117647058826
Sunrise Building 3,,,2.0,,,,Quận Long Biên,116.0,4.8,2.0,41.37931034482759
Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,72.0,2.9,1.0,40.27777777777778
Sunrise Building 3,,,2.0,,,,Quận Long Biên,75.0,3.5,1.0,46.666666666666664
Him Lam Thạch Bàn 2,,,2.0,,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên,61.0,2.8,1.0,45.90163934426229
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,76.0,2.49,1.0,32.76315789473684
,,,2.0,,,Phường Sài Đồng,Quận Long Biên,100.0,3.69,2.0,36.9
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,62.0,2.99,1.0,48.225806451612904
Rice City Sông Hồng,,,2.0,,,,Quận Long Biên,69.0,3.4,2.0,49.27536231884058
Sài Đồng,,,2.0,,,Phường Sài Đồng,Quận Long Biên,100.0,3.7,2.0,37.0
,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,50.0,1.6,,32.0
,,,2.0,,Đường Ngô Huy Quỳnh,Phường Đức Giang,Quận Long Biên,80.0,4.1,2.0,51.25
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.63,2.0,49.726027397260275
,,,2.0,,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên,61.0,2.75,,45.08196721311475
Valencia Garden,,,2.0,,,Phường Đức Giang,Quận Long Biên,82.0,4.1,2.0,50.0
Ruby City,,,2.0,,,Phường Giang Biên,Quận Long Biên,82.0,3.69,2.0,45.0
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,85.0,3.2,2.0,37.64705882352941
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,66.0,5.53,2.0,83.78787878787878
Le Grand Jardin Sài Đồng,,,2.0,,,,Quận Long Biên,77.0,4.65,2.0,60.38961038961039
,,,2.0,,,,Quận Long Biên,85.0,3.2,2.0,37.64705882352941
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,85.0,5.65,2.0,66.47058823529412
,,,2.0,,Đường Nguyễn Văn Linh,Phường Sài Đồng,Quận Long Biên,40.0,1.3,1.0,32.5
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,5.12,2.0,66.49350649350649
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,71.0,3.7,2.0,52.11267605633803
Eco City Việt Hưng,,,2.0,,Đường Đoàn Khuê,Phường Giang Biên,Quận Long Biên,64.0,3.2,2.0,50.0
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,74.0,3.18,2.0,42.972972972972975
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.25,2.0,46.42857142857143
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.2,2.0,45.714285714285715
Vinhomes Symphony Riverside,,,2.0,,Đường Chu Huy Mân,Phường Việt Hưng,Quận Long Biên,66.0,4.5,2.0,68.18181818181819
Eco City Việt Hưng,,,2.0,,Đường Mai Chí Thọ,Phường Giang Biên,Quận Long Biên,78.0,3.5,2.0,44.87179487179487
Sunshine Green Iconic,,,2.0,,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,80.0,6.2,2.0,77.5
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,71.0,2.85,2.0,40.140845070422536
Eco City Việt Hưng,,,2.0,,Đường Lưu Khánh Đàm,Phường Giang Biên,Quận Long Biên,72.0,3.6,2.0,50.0
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,4.1,2.0,52.56410256410256
Eco City Việt Hưng,,,2.0,,,,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Bình Minh Garden,,,2.0,,,,Quận Long Biên,74.0,4.6,2.0,62.16216216216216
Him Lam Thạch Bàn 2,,,2.0,,,Phường Thạch Bàn,Quận Long Biên,54.0,2.7,1.0,50.0
Việt Hưng,,,2.0,,Đường Mai Chí Thọ,Phường Đức Giang,Quận Long Biên,65.0,3.0,2.0,46.15384615384615
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,5.4,2.0,70.12987012987013
Việt Hưng,,,2.0,,Phố Việt Hưng,Phường Đức Giang,Quận Long Biên,78.0,2.65,2.0,33.97435897435897
Việt Hưng,,,2.0,,Đường Mai Chí Thọ,Phường Đức Giang,Quận Long Biên,73.0,2.99,2.0,40.95890410958904
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,77.0,4.7,2.0,61.03896103896104
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.9,2.0,63.63636363636363
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,72.0,3.6,2.0,50.0
Green Park CT15 Việt Hưng,,,2.0,,Đường Mai Chí Thọ,Phường Giang Biên,Quận Long Biên,82.0,4.6,2.0,56.09756097560975
CT1 Thạch Bàn,,,2.0,,,Phường Thạch Bàn,Quận Long Biên,77.0,3.2,2.0,41.55844155844156
Lotus Lake View,,,2.0,,,Phường Gia Thụy,Quận Long Biên,92.0,4.1,2.0,44.56521739130435
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,5.4,2.0,70.12987012987013
Việt Hưng,,,2.0,,,,Quận Long Biên,71.0,2.93,1.0,41.267605633802816
Việt Hưng,,,2.0,,,,Quận Long Biên,72.0,2.8,1.0,38.888888888888886
Sunrise Building 3,,,2.0,,,,Quận Long Biên,76.0,3.5,1.0,46.05263157894737
Chung cư Ruby City CT3,,,2.0,,Đường Phúc Lợi,Phường Giang Biên,Quận Long Biên,54.0,2.5,2.0,46.2962962962963
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.55,2.0,45.51282051282051
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.39,2.0,46.43835616438356
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,55.0,4.0,1.0,72.72727272727273
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.15,2.0,45.0
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,85.0,5.0,2.0,58.8235294117647
Chung cư Ruby City CT3,,,2.0,,,,Quận Long Biên,48.0,2.05,2.0,42.708333333333336
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,72.0,2.85,1.0,39.583333333333336
,Bắc,,2.0,,Đường Ngọc Thụy,Phường Ngọc Thụy,Quận Long Biên,104.0,4.1,2.0,39.42307692307692
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,74.0,3.18,2.0,42.972972972972975
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,74.0,3.2,2.0,43.24324324324324
Vinhomes Symphony Riverside,,,2.0,,Đường Hội Xá,Phường Việt Hưng,Quận Long Biên,65.0,5.5,2.0,84.61538461538461
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.63,2.0,49.726027397260275
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.63,2.0,49.726027397260275
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,5.1,2.0,66.23376623376623
Việt Hưng,,,2.0,,Phố Việt Hưng,Phường Giang Biên,Quận Long Biên,71.0,2.8,1.0,39.436619718309856
,,,2.0,,,Phường Việt Hưng,Quận Long Biên,71.0,2.8,1.0,39.436619718309856
,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,72.0,2.99,2.0,41.52777777777778
Ecohome Phúc Lợi,,,2.0,,,Phường Phúc Lợi,Quận Long Biên,70.0,2.85,2.0,40.714285714285715
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,3.15,2.0,45.0
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,66.0,4.0,1.0,60.60606060606061
,,,2.0,,Phố Việt Hưng,Phường Việt Hưng,Quận Long Biên,50.0,2.4,1.0,48.0
,,,2.0,,Đường Bắc Biên,Phường Long Biên,Quận Long Biên,49.0,2.45,1.0,50.0
Bình Minh Garden,,,2.0,,Đường Đức Giang,Phường Đức Giang,Quận Long Biên,74.0,4.2,2.0,56.75675675675676
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,64.0,4.1,2.0,64.0625
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,80.0,5.2,2.0,65.0
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,88.0,5.2,2.0,59.09090909090909
Bình Minh Garden,,,2.0,,Đường Đức Giang,Phường Đức Giang,Quận Long Biên,74.0,4.2,2.0,56.75675675675676
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,64.0,4.1,2.0,64.0625
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,80.0,5.2,2.0,65.0
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,88.0,5.2,2.0,59.09090909090909
Chung cư Ruby City CT3,,,2.0,,,,Quận Long Biên,54.0,2.3,2.0,42.592592592592595
Việt Hưng,,,2.0,,,,Quận Long Biên,80.0,2.99,1.0,37.375
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,83.0,5.5,2.0,66.26506024096386
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.99,2.0,64.8051948051948
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,78.0,3.0,1.0,38.46153846153846
Khai Sơn City,,,2.0,,Đường Lý Sơn,Phường Ngọc Thụy,Quận Long Biên,77.0,3.72,2.0,48.311688311688314
Eco City Việt Hưng,,,2.0,,,,Quận Long Biên,63.0,3.1,2.0,49.20634920634921
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,88.0,5.1,2.0,57.95454545454545
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.6,2.0,46.15384615384615
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.8,2.0,53.93258426966292
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,71.0,2.9,1.0,40.84507042253521
Việt Hưng,,,2.0,,Đường Nguyễn Cao Luyện,Phường Đức Giang,Quận Long Biên,85.0,3.3,2.0,38.8235294117647
Green House,,,2.0,,,Phường Đức Giang,Quận Long Biên,72.0,3.35,2.0,46.52777777777778
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,5.0,2.0,64.93506493506493
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,70.0,3.7,2.0,52.857142857142854
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,62.0,3.4,2.0,54.83870967741935
Việt Hưng,,,2.0,,,,Quận Long Biên,80.0,4.0,2.0,50.0
Hà Nội Homeland,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,65.0,3.5,2.0,53.84615384615385
,,,2.0,14.0,Phố Gia Quất,Phường Thượng Thanh,Quận Long Biên,70.0,3.8,2.0,54.285714285714285
Chung cư Ruby City CT3,,,2.0,,Đường Phúc Lợi,Phường Giang Biên,Quận Long Biên,48.0,2.05,2.0,42.708333333333336
Sài Đồng,,,2.0,,,,Quận Long Biên,70.0,2.85,,40.714285714285715
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,83.0,5.5,2.0,66.26506024096386
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,54.0,3.2,1.0,59.25925925925926
Hope Residence,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,70.0,2.9,2.0,41.42857142857143
Eco City Việt Hưng,,,2.0,,,,Quận Long Biên,78.0,4.05,2.0,51.92307692307692
Eco City Việt Hưng,,,2.0,,Đường Mai Chí Thọ,Phường Giang Biên,Quận Long Biên,73.0,3.63,2.0,49.726027397260275
Green House,,,2.0,,,Phường Đức Giang,Quận Long Biên,75.0,3.6,2.0,48.0
Việt Hưng,,,2.0,,,,Quận Long Biên,85.0,3.2,2.0,37.64705882352941
Việt Hưng,,,2.0,,Đường Nguyễn Cao Luyện,Phường Đức Giang,Quận Long Biên,72.0,2.85,1.0,39.583333333333336
Rice City Sông Hồng,,,2.0,,Phố Gia Quất,Phường Thượng Thanh,Quận Long Biên,69.0,3.42,2.0,49.56521739130435
Việt Hưng,Đông,,2.0,,,,Quận Long Biên,71.0,2.93,1.0,41.267605633802816
Sài Đồng,,,2.0,,,,Quận Long Biên,68.0,2.85,1.0,41.911764705882355
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.7,2.0,50.68493150684932
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,76.0,4.6,2.0,60.526315789473685
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.6,2.0,49.31506849315068
Khai Sơn City,,,2.0,,Đường Lý Sơn,Phường Ngọc Thụy,Quận Long Biên,77.0,4.95,2.0,64.28571428571429
Bình Minh Garden,,,2.0,,Đường Đức Giang,Phường Đức Giang,Quận Long Biên,75.0,4.3,2.0,57.333333333333336
Sài Đồng,,,2.0,,,,Quận Long Biên,68.0,2.85,1.0,41.911764705882355
Ecohome Phúc Lợi,,,2.0,,,Phường Phúc Lợi,Quận Long Biên,68.0,2.86,2.0,42.05882352941177
Khai Sơn City,,,2.0,,,,Quận Long Biên,90.0,5.1,2.0,56.666666666666664
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.67,2.0,47.05128205128205
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,78.0,3.6,2.0,46.15384615384615
Việt Hưng,,,2.0,,,Phường Đức Giang,Quận Long Biên,85.0,3.2,2.0,37.64705882352941
Việt Hưng,,,2.0,,,,Quận Long Biên,85.0,3.25,2.0,38.23529411764706
Eco City Việt Hưng,,,2.0,,,,Quận Long Biên,78.0,4.08,2.0,52.30769230769231
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,90.0,4.9,2.0,54.44444444444444
Việt Hưng,Đông,,2.0,,,Phường Đức Giang,Quận Long Biên,76.0,2.99,2.0,39.3421052631579
Berriver Long Biên,,,2.0,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,75.0,4.8,2.0,64.0
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.75,2.0,61.688311688311686
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,80.0,5.5,2.0,68.75
Sunshine Green Iconic,,,2.0,,,Phường Phúc Đồng,Quận Long Biên,80.0,5.5,2.0,68.75
Việt Hưng,Đông,,2.0,,Đường Vạn Hạnh,Phường Đức Giang,Quận Long Biên,76.0,3.0,2.0,39.473684210526315
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,74.0,3.8,2.0,51.351351351351354
Hà Nội Homeland,,,2.0,,,,Quận Long Biên,70.0,3.9,2.0,55.714285714285715
,,,2.0,,,,Quận Long Biên,71.0,2.85,2.0,40.140845070422536
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Khai Sơn City,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,77.0,5.0,2.0,64.93506493506493
Eco City Việt Hưng,,,2.0,,,Phường Giang Biên,Quận Long Biên,73.0,3.4,2.0,46.57534246575342
Việt Hưng,,,2.0,,,,Quận Long Biên,80.0,3.0,1.0,37.5
Sài Đồng,,,2.0,,,,Quận Long Biên,70.0,2.85,,40.714285714285715
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,4.7,2.0,61.03896103896104
HC Golden City,,,2.0,,Phố Hồng Tiến,Phường Bồ Đề,Quận Long Biên,72.0,5.15,2.0,71.52777777777777
Sài Đồng,,,2.0,,Phố Sài Đồng,Phường Sài Đồng,Quận Long Biên,75.0,2.95,2.0,39.333333333333336
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,66.0,3.99,2.0,60.45454545454545
,,,2.0,,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,72.0,3.28,2.0,45.55555555555556
Hà Nội Homeland,,,2.0,,Phố Gia Quất,Phường Thượng Thanh,Quận Long Biên,70.0,3.8,2.0,54.285714285714285
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,79.0,4.6,2.0,58.22784810126582
Sài Đồng,,,2.0,,Phố Sài Đồng,Phường Sài Đồng,Quận Long Biên,70.0,2.79,2.0,39.857142857142854
Hope Residence,,,2.0,,,,Quận Long Biên,70.0,3.25,2.0,46.42857142857143
Hope Residence,,,2.0,,,,Quận Long Biên,70.0,2.8,2.0,40.0
Việt Hưng,,,2.0,,,,Quận Long Biên,72.0,3.4,2.0,47.22222222222222
Sunrise Building 3,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Phúc Đồng,Quận Long Biên,117.0,4.8,2.0,41.02564102564103
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,4.95,2.0,64.28571428571429
Khai Sơn City,,,2.0,,,,Quận Long Biên,77.0,4.9,2.0,63.63636363636363
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,5.3,2.0,59.550561797752806
Hà Nội Homeland,,,2.0,,Đường Thượng Thanh,Phường Thượng Thanh,Quận Long Biên,61.0,3.54,2.0,58.032786885245905
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Le Grand Jardin Sài Đồng,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,76.0,4.5,2.0,59.21052631578947
Sài Đồng,,,2.0,,,Phường Sài Đồng,Quận Long Biên,98.0,4.45,2.0,45.40816326530612
Bình Minh Garden,,,2.0,,Đường Đức Giang,Phường Đức Giang,Quận Long Biên,74.0,4.0,2.0,54.054054054054056
Sài Đồng Lake View,,,2.0,,Đường Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,98.0,4.41,2.0,45.0
Green House,,,2.0,,,,Quận Long Biên,72.0,3.39,2.0,47.083333333333336
Sài Đồng,,,2.0,,Phố Sài Đồng,Phường Sài Đồng,Quận Long Biên,75.0,3.1,2.0,41.333333333333336
Chung cư Ruby City CT3,,,2.0,,Đường Phúc Lợi,Phường Giang Biên,Quận Long Biên,48.0,2.05,2.0,42.708333333333336
AQH Riverside,,,2.0,,,Phường Thượng Thanh,Quận Long Biên,61.0,3.4,2.0,55.73770491803279
Green House,,,2.0,,,Phường Đức Giang,Quận Long Biên,72.0,3.37,2.0,46.80555555555556
Sunrise Building 3,,,2.0,,,,Quận Long Biên,76.0,3.7,2.0,48.68421052631579
Việt Hưng,,,2.0,,,,Quận Long Biên,72.0,3.5,2.0,48.611111111111114
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,89.0,4.9,2.0,55.056179775280896
Green House,,,2.0,,,Phường Đức Giang,Quận Long Biên,72.0,3.35,2.0,46.52777777777778
Vinhomes Symphony Riverside,,,2.0,,,Phường Việt Hưng,Quận Long Biên,71.0,6.4,2.0,90.14084507042253
Khai Sơn City,,,2.0,,,Phường Ngọc Thụy,Quận Long Biên,77.0,5.2,2.0,67.53246753246754
Việt Hưng,,,2.0,,Đường Nguyễn Cao Luyện,Phường Đức Giang,Quận Long Biên,72.0,3.4,2.0,47.22222222222222
Sài Đồng,,,2.0,,Phố Sài Đồng,Phường Sài Đồng,Quận Long Biên,75.0,3.03,1.0,40.4
